user_filter,user_init,item_filter,item_init,bipartite_filter,bipartite_init,recall20,precision20,ndcg20,use_test,timestamp
spectral_basis,band_stop,legendre,sharp,hermite,golden_036,0.2799,0.235,0.3359,False,2025-06-12T12:32:18.094955
ensemble,bandpass,multiscale,smooth,bernstein,butterworth,0.3143,0.2595,0.3726,False,2025-06-12T12:32:20.187585
original,bandpass,jacobi,golden_036,golden,notch,0.3244,0.262,0.3809,False,2025-06-12T12:32:22.535737
golden,gaussian,adaptive_bandstop,golden_036,harmonic,band_stop,0.2834,0.2373,0.3388,False,2025-06-12T12:32:25.475484
jacobi,band_stop,bernstein,band_stop,multiscale,butterworth,0.3167,0.2593,0.3735,False,2025-06-12T12:32:27.573629
spectral_basis,butterworth,bernstein,band_stop,enhanced_basis,golden_036,0.2978,0.2501,0.3566,False,2025-06-12T12:32:29.658542
original,sharp,parametric,bandpass,original,gaussian,0.3258,0.2607,0.3792,False,2025-06-12T12:32:31.729813
golden,band_stop,legendre,smooth,enhanced_basis,band_stop,0.2955,0.2478,0.3538,False,2025-06-12T12:32:33.847460
golden,smooth,laguerre,bandpass,spectral_basis,golden_036,0.2848,0.2385,0.3408,False,2025-06-12T12:32:36.181627
parametric,smooth,hermite,notch,bandstop,smooth,0.3243,0.2634,0.3809,False,2025-06-12T12:32:38.843175
spectral_basis,gaussian,adaptive_bandstop,golden_036,hermite,gaussian,0.2654,0.2209,0.3172,False,2025-06-12T12:32:41.552868
laguerre,band_stop,laguerre,gaussian,legendre,smooth,0.3129,0.2574,0.3705,False,2025-06-12T12:32:43.916125
harmonic,bandpass,original,golden_036,jacobi,notch,0.2855,0.2438,0.3458,False,2025-06-12T12:32:46.132195
laguerre,bandpass,original,sharp,ensemble,band_stop,0.305,0.2545,0.3635,False,2025-06-12T12:32:48.276161
harmonic,sharp,original,smooth,multiscale,sharp,0.2741,0.2358,0.3349,False,2025-06-12T12:32:50.336722
harmonic,golden_036,bandstop,smooth,jacobi,band_stop,0.293,0.2478,0.3533,False,2025-06-12T12:32:52.673893
jacobi,band_stop,bernstein,smooth,ensemble,golden_036,0.3185,0.2608,0.376,False,2025-06-12T12:32:55.084468
bandstop,smooth,enhanced_basis,butterworth,adaptive_bandstop,sharp,0.3074,0.2556,0.3668,False,2025-06-12T12:32:57.284758
multiscale,bandpass,original,gaussian,spectral_basis,notch,0.3264,0.2591,0.3779,False,2025-06-12T12:32:59.672232
enhanced_basis,sharp,hermite,butterworth,harmonic,bandpass,0.3163,0.2577,0.3719,False,2025-06-12T12:33:02.140900
original,smooth,original,gaussian,legendre,band_stop,0.3164,0.2577,0.3729,False,2025-06-12T12:33:04.625574
golden,notch,legendre,band_stop,multiscale,bandpass,0.2921,0.2461,0.3519,False,2025-06-12T12:33:08.270143
spectral_basis,gaussian,bandstop,smooth,jacobi,notch,0.2936,0.2477,0.3526,False,2025-06-12T12:33:10.426557
multiscale,sharp,adaptive_bandstop,sharp,hermite,sharp,0.3178,0.2509,0.3676,False,2025-06-12T12:33:13.308518
hermite,bandpass,multiscale,butterworth,legendre,golden_036,0.31,0.2512,0.3533,False,2025-06-12T12:33:15.398425
enhanced_basis,band_stop,bandstop,smooth,adaptive_bandstop,band_stop,0.3198,0.2621,0.3777,False,2025-06-12T12:33:17.755474
legendre,notch,jacobi,notch,bandstop,butterworth,0.3173,0.2606,0.3749,False,2025-06-12T12:33:20.122634
ensemble,bandpass,legendre,band_stop,ensemble,notch,0.3108,0.2566,0.3688,False,2025-06-12T12:33:22.281737
parametric,butterworth,bernstein,sharp,golden,notch,0.322,0.2618,0.3773,False,2025-06-12T12:33:25.624728
chebyshev,notch,adaptive_bandstop,bandpass,chebyshev,notch,0.3123,0.2579,0.3707,False,2025-06-12T12:33:27.787230
multiscale,band_stop,multiscale,golden_036,golden,band_stop,0.3307,0.2621,0.3837,False,2025-06-12T12:33:30.276061
ensemble,golden_036,bernstein,golden_036,spectral_basis,golden_036,0.3098,0.256,0.3676,False,2025-06-12T12:33:32.730645
golden,band_stop,chebyshev,golden_036,golden,notch,0.2927,0.2453,0.3503,False,2025-06-12T12:33:35.866539
bernstein,sharp,parametric,bandpass,original,band_stop,0.3208,0.2628,0.3779,False,2025-06-12T12:33:38.222689
ensemble,notch,ensemble,golden_036,multiscale,butterworth,0.3082,0.2543,0.3663,False,2025-06-12T12:33:40.333146
jacobi,notch,multiscale,smooth,bandstop,golden_036,0.3141,0.2592,0.3726,False,2025-06-12T12:33:42.938287
parametric,smooth,multiscale,band_stop,legendre,sharp,0.3235,0.2622,0.3799,False,2025-06-12T12:33:45.527660
bandstop,butterworth,ensemble,golden_036,golden,sharp,0.3081,0.2569,0.3678,False,2025-06-12T12:33:47.622483
parametric,butterworth,multiscale,smooth,golden,butterworth,0.3235,0.2627,0.3801,False,2025-06-12T12:33:50.474230
bernstein,band_stop,golden,band_stop,adaptive_bandstop,golden_036,0.3214,0.2617,0.3781,False,2025-06-12T12:33:52.540421
jacobi,smooth,golden,sharp,bandstop,band_stop,0.3197,0.2613,0.3764,False,2025-06-12T12:33:54.647179
original,gaussian,bandstop,butterworth,laguerre,butterworth,0.3147,0.259,0.3731,False,2025-06-12T12:33:56.991622
original,band_stop,jacobi,smooth,harmonic,smooth,0.2971,0.2523,0.3577,False,2025-06-12T12:33:59.135994
bandstop,sharp,harmonic,sharp,laguerre,smooth,0.3131,0.2597,0.3724,False,2025-06-12T12:34:01.208673
bandstop,bandpass,golden,band_stop,golden,butterworth,0.3074,0.2563,0.3671,False,2025-06-12T12:34:03.308416
parametric,golden_036,chebyshev,notch,jacobi,sharp,0.3207,0.2599,0.3758,False,2025-06-12T12:34:05.911546
ensemble,smooth,adaptive_bandstop,butterworth,original,gaussian,0.3149,0.258,0.3695,False,2025-06-12T12:34:08.264505
hermite,bandpass,bandstop,butterworth,enhanced_basis,butterworth,0.308,0.2492,0.3504,False,2025-06-12T12:34:10.870700
bernstein,butterworth,ensemble,band_stop,bandstop,band_stop,0.3208,0.2606,0.3772,False,2025-06-12T12:34:12.950587
multiscale,golden_036,golden,smooth,adaptive_bandstop,golden_036,0.3302,0.2621,0.3825,False,2025-06-12T12:34:15.046230
laguerre,gaussian,bandstop,notch,parametric,band_stop,0.313,0.2583,0.371,False,2025-06-12T12:34:17.373861
jacobi,smooth,harmonic,sharp,enhanced_basis,butterworth,0.3208,0.2614,0.3775,False,2025-06-12T12:34:19.467221
enhanced_basis,notch,ensemble,smooth,laguerre,notch,0.3219,0.2627,0.3795,False,2025-06-12T12:34:21.865243
bernstein,butterworth,hermite,butterworth,bernstein,band_stop,0.3188,0.2598,0.3758,False,2025-06-12T12:34:24.062107
laguerre,smooth,chebyshev,sharp,ensemble,gaussian,0.3136,0.2589,0.3726,False,2025-06-12T12:34:26.527442
parametric,smooth,golden,gaussian,laguerre,smooth,0.3253,0.2625,0.3788,False,2025-06-12T12:34:28.940891
original,bandpass,ensemble,band_stop,legendre,band_stop,0.3239,0.2612,0.3798,False,2025-06-12T12:34:31.285680
adaptive_bandstop,gaussian,jacobi,band_stop,chebyshev,band_stop,0.3051,0.2543,0.3638,False,2025-06-12T12:34:33.363127
laguerre,gaussian,original,gaussian,ensemble,gaussian,0.3126,0.2565,0.3691,False,2025-06-12T12:34:35.740230
spectral_basis,bandpass,legendre,golden_036,chebyshev,smooth,0.292,0.2458,0.3512,False,2025-06-12T12:34:37.814250
spectral_basis,notch,laguerre,gaussian,laguerre,butterworth,0.2929,0.2457,0.3503,False,2025-06-12T12:34:39.897592
parametric,sharp,bernstein,notch,chebyshev,butterworth,0.3213,0.2606,0.3776,False,2025-06-12T12:34:42.470721
parametric,butterworth,chebyshev,golden_036,original,band_stop,0.3253,0.2628,0.381,False,2025-06-12T12:34:45.028384
adaptive_bandstop,smooth,adaptive_bandstop,bandpass,adaptive_bandstop,notch,0.3023,0.252,0.3619,False,2025-06-12T12:34:47.093779
spectral_basis,bandpass,adaptive_bandstop,golden_036,spectral_basis,golden_036,0.2823,0.2348,0.3362,False,2025-06-12T12:34:49.675106
adaptive_bandstop,butterworth,chebyshev,sharp,enhanced_basis,notch,0.3067,0.2557,0.3654,False,2025-06-12T12:34:51.736263
golden,sharp,golden,notch,harmonic,smooth,0.2824,0.2364,0.3378,False,2025-06-12T12:34:54.062729
jacobi,gaussian,jacobi,notch,original,smooth,0.3198,0.2612,0.3768,False,2025-06-12T12:34:56.132686
original,band_stop,enhanced_basis,bandpass,laguerre,gaussian,0.3113,0.2576,0.3701,False,2025-06-12T12:34:58.730205
enhanced_basis,bandpass,multiscale,bandpass,multiscale,notch,0.3161,0.2584,0.3729,False,2025-06-12T12:35:01.227380
chebyshev,sharp,ensemble,bandpass,multiscale,notch,0.3153,0.259,0.3717,False,2025-06-12T12:35:03.317960
enhanced_basis,butterworth,harmonic,gaussian,jacobi,band_stop,0.3191,0.2617,0.3767,False,2025-06-12T12:35:05.674752
bernstein,notch,ensemble,sharp,chebyshev,bandpass,0.3197,0.2612,0.3768,False,2025-06-12T12:35:07.769793
bandstop,sharp,enhanced_basis,golden_036,golden,gaussian,0.3051,0.2539,0.3636,False,2025-06-12T12:35:09.855973
bernstein,sharp,original,smooth,legendre,gaussian,0.3166,0.259,0.3739,False,2025-06-12T12:35:11.922436
harmonic,smooth,spectral_basis,gaussian,jacobi,notch,0.298,0.2467,0.3536,False,2025-06-12T12:35:14.272226
adaptive_bandstop,band_stop,laguerre,band_stop,harmonic,bandpass,0.3009,0.2512,0.3595,False,2025-06-12T12:35:16.332841
jacobi,sharp,multiscale,band_stop,chebyshev,notch,0.3198,0.2617,0.377,False,2025-06-12T12:35:18.958123
harmonic,notch,laguerre,sharp,ensemble,sharp,0.2965,0.2434,0.3491,False,2025-06-12T12:35:21.385938
multiscale,sharp,golden,notch,adaptive_bandstop,gaussian,0.3302,0.2621,0.3825,False,2025-06-12T12:35:23.678201
bernstein,sharp,legendre,notch,enhanced_basis,notch,0.3217,0.262,0.3769,False,2025-06-12T12:35:25.889438
laguerre,golden_036,golden,gaussian,chebyshev,gaussian,0.3163,0.2599,0.3744,False,2025-06-12T12:35:27.995641
bandstop,gaussian,adaptive_bandstop,sharp,enhanced_basis,gaussian,0.3111,0.2573,0.3689,False,2025-06-12T12:35:30.114662
bernstein,band_stop,hermite,band_stop,chebyshev,bandpass,0.3207,0.2613,0.3777,False,2025-06-12T12:35:32.232410
jacobi,gaussian,bernstein,smooth,laguerre,golden_036,0.3212,0.262,0.3788,False,2025-06-12T12:35:34.339732
enhanced_basis,smooth,parametric,notch,bandstop,notch,0.319,0.2604,0.376,False,2025-06-12T12:35:36.713065
chebyshev,band_stop,parametric,sharp,enhanced_basis,golden_036,0.3197,0.2618,0.377,False,2025-06-12T12:35:38.869708
chebyshev,smooth,harmonic,notch,harmonic,notch,0.3159,0.2591,0.3734,False,2025-06-12T12:35:40.994051
adaptive_bandstop,gaussian,ensemble,butterworth,enhanced_basis,notch,0.3062,0.2552,0.3649,False,2025-06-12T12:35:43.159286
harmonic,golden_036,adaptive_bandstop,band_stop,laguerre,band_stop,0.2916,0.2454,0.3496,False,2025-06-12T12:35:45.292275
jacobi,smooth,bernstein,band_stop,enhanced_basis,golden_036,0.3223,0.2629,0.3797,False,2025-06-12T12:35:47.411085
ensemble,butterworth,enhanced_basis,notch,multiscale,band_stop,0.3086,0.2548,0.3663,False,2025-06-12T12:35:49.854814
laguerre,golden_036,enhanced_basis,band_stop,chebyshev,gaussian,0.3127,0.2581,0.3713,False,2025-06-12T12:35:51.975022
harmonic,notch,jacobi,band_stop,golden,sharp,0.2845,0.2401,0.3425,False,2025-06-12T12:35:54.098811
enhanced_basis,butterworth,parametric,sharp,bandstop,golden_036,0.3187,0.2602,0.3759,False,2025-06-12T12:35:56.467921
bandstop,bandpass,laguerre,notch,hermite,butterworth,0.2902,0.2464,0.3507,False,2025-06-12T12:35:58.625772
hermite,bandpass,harmonic,notch,enhanced_basis,smooth,0.3018,0.244,0.3423,False,2025-06-12T12:36:01.051059
spectral_basis,golden_036,spectral_basis,bandpass,hermite,bandpass,0.2728,0.2287,0.3277,False,2025-06-12T12:36:03.443602
chebyshev,butterworth,hermite,sharp,harmonic,bandpass,0.3173,0.2592,0.3745,False,2025-06-12T12:36:05.514438
spectral_basis,smooth,legendre,bandpass,hermite,sharp,0.2757,0.2332,0.3336,False,2025-06-12T12:36:08.992188
original,notch,adaptive_bandstop,band_stop,harmonic,gaussian,0.3145,0.2572,0.372,False,2025-06-12T12:36:11.630382
legendre,bandpass,laguerre,bandpass,original,band_stop,0.3204,0.2613,0.3768,False,2025-06-12T12:36:14.033382
bernstein,golden_036,chebyshev,band_stop,harmonic,gaussian,0.3179,0.2591,0.3744,False,2025-06-12T12:36:16.171115
golden,sharp,golden,sharp,ensemble,smooth,0.2899,0.2433,0.3474,False,2025-06-12T12:36:18.314940
bernstein,band_stop,golden,golden_036,parametric,bandpass,0.3198,0.2598,0.3766,False,2025-06-12T12:36:20.428389
golden,gaussian,enhanced_basis,sharp,original,notch,0.2956,0.2484,0.3546,False,2025-06-12T12:36:23.061357
ensemble,smooth,hermite,band_stop,original,golden_036,0.3186,0.2621,0.3765,False,2025-06-12T12:36:25.442628
hermite,smooth,original,golden_036,legendre,sharp,0.2884,0.2358,0.3216,False,2025-06-12T12:36:27.572137
spectral_basis,butterworth,adaptive_bandstop,notch,ensemble,bandpass,0.2866,0.2398,0.3423,False,2025-06-12T12:36:30.011828
multiscale,gaussian,bernstein,butterworth,hermite,band_stop,0.3202,0.2533,0.3718,False,2025-06-12T12:36:32.096722
spectral_basis,band_stop,laguerre,bandpass,bandstop,smooth,0.2893,0.2437,0.3478,False,2025-06-12T12:36:34.195361
parametric,gaussian,enhanced_basis,gaussian,laguerre,butterworth,0.3208,0.2602,0.3764,False,2025-06-12T12:36:36.545379
adaptive_bandstop,golden_036,laguerre,butterworth,adaptive_bandstop,sharp,0.3035,0.2532,0.3628,False,2025-06-12T12:36:38.647688
ensemble,bandpass,hermite,notch,laguerre,golden_036,0.3173,0.2616,0.3752,False,2025-06-12T12:36:40.793036
bernstein,golden_036,bernstein,notch,adaptive_bandstop,sharp,0.321,0.2623,0.3786,False,2025-06-12T12:36:42.929106
ensemble,sharp,spectral_basis,bandpass,ensemble,sharp,0.3106,0.2562,0.3683,False,2025-06-12T12:36:45.701774
hermite,golden_036,golden,sharp,adaptive_bandstop,sharp,0.2553,0.2213,0.3065,False,2025-06-12T12:36:47.801506
spectral_basis,butterworth,bernstein,band_stop,hermite,band_stop,0.2768,0.2344,0.3351,False,2025-06-12T12:36:49.922027
chebyshev,notch,harmonic,gaussian,parametric,bandpass,0.3126,0.2582,0.3709,False,2025-06-12T12:36:52.323161
legendre,gaussian,jacobi,golden_036,jacobi,golden_036,0.3193,0.2611,0.3765,False,2025-06-12T12:36:54.477011
bernstein,band_stop,chebyshev,bandpass,bernstein,butterworth,0.32,0.2598,0.377,False,2025-06-12T12:36:56.620998
spectral_basis,sharp,harmonic,butterworth,hermite,band_stop,0.2728,0.2295,0.3294,False,2025-06-12T12:36:59.297492
legendre,bandpass,harmonic,butterworth,golden,notch,0.318,0.2607,0.3753,False,2025-06-12T12:37:01.741504
chebyshev,butterworth,laguerre,bandpass,enhanced_basis,golden_036,0.3205,0.261,0.3769,False,2025-06-12T12:37:03.884252
jacobi,sharp,jacobi,golden_036,spectral_basis,bandpass,0.3186,0.2604,0.3755,False,2025-06-12T12:37:06.562400
adaptive_bandstop,band_stop,bandstop,band_stop,ensemble,butterworth,0.3038,0.2534,0.3629,False,2025-06-12T12:37:08.678756
ensemble,butterworth,legendre,butterworth,jacobi,butterworth,0.3115,0.2571,0.3698,False,2025-06-12T12:37:11.149914
golden,notch,golden,bandpass,bernstein,sharp,0.29,0.2436,0.3476,False,2025-06-12T12:37:13.280981
original,golden_036,harmonic,notch,parametric,sharp,0.3177,0.2586,0.3748,False,2025-06-12T12:37:15.691717
spectral_basis,bandpass,original,notch,jacobi,butterworth,0.2923,0.2465,0.3517,False,2025-06-12T12:37:17.813318
bandstop,butterworth,parametric,smooth,bernstein,notch,0.3097,0.2585,0.3702,False,2025-06-12T12:37:19.898271
hermite,notch,bandstop,notch,jacobi,band_stop,0.2964,0.2408,0.3344,False,2025-06-12T12:37:22.569513
harmonic,golden_036,adaptive_bandstop,smooth,golden,bandpass,0.2962,0.2373,0.3411,False,2025-06-12T12:37:25.763775
bandstop,band_stop,bernstein,notch,bandstop,golden_036,0.3126,0.2599,0.373,False,2025-06-12T12:37:27.900854
jacobi,gaussian,legendre,band_stop,original,notch,0.3216,0.263,0.3775,False,2025-06-12T12:37:30.577885
bernstein,butterworth,multiscale,smooth,chebyshev,bandpass,0.3164,0.2605,0.3746,False,2025-06-12T12:37:33.239326
bernstein,golden_036,original,bandpass,parametric,gaussian,0.3175,0.2582,0.3743,False,2025-06-12T12:37:35.393359
parametric,notch,harmonic,sharp,chebyshev,sharp,0.3226,0.2611,0.3783,False,2025-06-12T12:37:38.506871
original,notch,harmonic,golden_036,hermite,butterworth,0.313,0.2566,0.3696,False,2025-06-12T12:37:40.823371
bernstein,smooth,spectral_basis,butterworth,bandstop,sharp,0.3215,0.2611,0.3778,False,2025-06-12T12:37:42.921810
jacobi,gaussian,spectral_basis,butterworth,adaptive_bandstop,golden_036,0.3207,0.2621,0.378,False,2025-06-12T12:37:44.994751
bandstop,bandpass,enhanced_basis,sharp,spectral_basis,gaussian,0.3049,0.2538,0.3633,False,2025-06-12T12:37:47.230003
harmonic,bandpass,parametric,bandpass,hermite,bandpass,0.2896,0.2405,0.3481,False,2025-06-12T12:37:50.128935
multiscale,band_stop,enhanced_basis,smooth,chebyshev,gaussian,0.3278,0.2589,0.3802,False,2025-06-12T12:37:52.488150
adaptive_bandstop,butterworth,ensemble,golden_036,enhanced_basis,notch,0.306,0.255,0.3648,False,2025-06-12T12:37:54.628058
multiscale,gaussian,laguerre,butterworth,parametric,smooth,0.3236,0.2571,0.3757,False,2025-06-12T12:37:56.748600
ensemble,band_stop,spectral_basis,smooth,golden,smooth,0.3072,0.2544,0.3651,False,2025-06-12T12:37:59.494485
chebyshev,band_stop,jacobi,bandpass,bandstop,notch,0.3195,0.2604,0.3764,False,2025-06-12T12:38:02.161219
bandstop,notch,jacobi,notch,bandstop,gaussian,0.3119,0.2592,0.3724,False,2025-06-12T12:38:04.301031
bandstop,band_stop,bandstop,bandpass,golden,gaussian,0.3074,0.2568,0.368,False,2025-06-12T12:38:06.448324
harmonic,butterworth,laguerre,butterworth,spectral_basis,notch,0.2901,0.2381,0.3408,False,2025-06-12T12:38:09.446262
bandstop,smooth,bernstein,bandpass,harmonic,smooth,0.309,0.2569,0.3682,False,2025-06-12T12:38:11.580385
chebyshev,butterworth,jacobi,band_stop,golden,golden_036,0.317,0.2593,0.3743,False,2025-06-12T12:38:13.656989
enhanced_basis,notch,golden,butterworth,harmonic,bandpass,0.317,0.259,0.3734,False,2025-06-12T12:38:16.065582
ensemble,bandpass,enhanced_basis,band_stop,hermite,sharp,0.2996,0.2472,0.3559,False,2025-06-12T12:38:18.742293
legendre,notch,bernstein,butterworth,original,gaussian,0.3222,0.2634,0.378,False,2025-06-12T12:38:22.764588
spectral_basis,golden_036,golden,smooth,laguerre,sharp,0.2996,0.2506,0.3571,False,2025-06-12T12:38:25.145216
enhanced_basis,golden_036,enhanced_basis,notch,bernstein,butterworth,0.3183,0.2601,0.3753,False,2025-06-12T12:38:27.490659
chebyshev,bandpass,chebyshev,smooth,multiscale,smooth,0.3154,0.2585,0.372,False,2025-06-12T12:38:29.888674
jacobi,bandpass,adaptive_bandstop,notch,spectral_basis,sharp,0.3132,0.256,0.3696,False,2025-06-12T12:38:32.270916
jacobi,golden_036,adaptive_bandstop,bandpass,bernstein,bandpass,0.3128,0.2564,0.3698,False,2025-06-12T12:38:34.421746
adaptive_bandstop,smooth,original,bandpass,harmonic,band_stop,0.3027,0.2521,0.3614,False,2025-06-12T12:38:36.528572
legendre,sharp,spectral_basis,bandpass,parametric,smooth,0.317,0.2598,0.3745,False,2025-06-12T12:38:40.582171
original,smooth,ensemble,gaussian,harmonic,smooth,0.317,0.2584,0.3734,False,2025-06-12T12:38:43.010562
enhanced_basis,gaussian,original,golden_036,ensemble,gaussian,0.3166,0.2585,0.373,False,2025-06-12T12:38:45.422252
golden,notch,laguerre,sharp,ensemble,golden_036,0.289,0.2433,0.348,False,2025-06-12T12:38:47.551670
laguerre,smooth,legendre,gaussian,enhanced_basis,sharp,0.3149,0.2599,0.3731,False,2025-06-12T12:38:49.653883
bandstop,smooth,laguerre,band_stop,hermite,bandpass,0.2909,0.2465,0.3506,False,2025-06-12T12:38:51.800521
spectral_basis,notch,ensemble,bandpass,spectral_basis,band_stop,0.2877,0.2408,0.3443,False,2025-06-12T12:38:53.949947
golden,smooth,chebyshev,smooth,multiscale,smooth,0.2922,0.2463,0.3522,False,2025-06-12T12:38:56.804307
bernstein,band_stop,enhanced_basis,sharp,original,golden_036,0.3196,0.2595,0.3755,False,2025-06-12T12:38:58.897309
harmonic,smooth,ensemble,notch,laguerre,gaussian,0.308,0.2544,0.3629,False,2025-06-12T12:39:01.525236
jacobi,smooth,enhanced_basis,smooth,adaptive_bandstop,golden_036,0.3163,0.2586,0.3728,False,2025-06-12T12:39:03.629690
hermite,band_stop,bernstein,golden_036,enhanced_basis,butterworth,0.3071,0.2451,0.3462,False,2025-06-12T12:39:05.845188
bandstop,bandpass,chebyshev,smooth,hermite,sharp,0.2915,0.248,0.3532,False,2025-06-12T12:39:07.938337
original,butterworth,ensemble,gaussian,multiscale,smooth,0.3164,0.2589,0.3735,False,2025-06-12T12:39:10.441996
bandstop,notch,original,butterworth,original,bandpass,0.3097,0.2576,0.3693,False,2025-06-12T12:39:12.610550
bernstein,bandpass,original,band_stop,harmonic,gaussian,0.3134,0.2554,0.3684,False,2025-06-12T12:39:14.975432
chebyshev,smooth,adaptive_bandstop,bandpass,spectral_basis,gaussian,0.3147,0.2571,0.3713,False,2025-06-12T12:39:17.444651
parametric,notch,original,golden_036,spectral_basis,bandpass,0.3164,0.2585,0.373,False,2025-06-12T12:39:19.930347
adaptive_bandstop,smooth,bernstein,bandpass,enhanced_basis,sharp,0.3063,0.2553,0.3651,False,2025-06-12T12:39:22.397372
harmonic,smooth,legendre,band_stop,harmonic,bandpass,0.2824,0.2385,0.3408,False,2025-06-12T12:39:24.839339
laguerre,smooth,bandstop,butterworth,bandstop,butterworth,0.3137,0.2587,0.3712,False,2025-06-12T12:39:27.646754
legendre,butterworth,laguerre,band_stop,spectral_basis,golden_036,0.3148,0.2577,0.3711,False,2025-06-12T12:39:30.091913
parametric,sharp,jacobi,band_stop,legendre,bandpass,0.3231,0.2622,0.3792,False,2025-06-12T12:39:33.504315
enhanced_basis,golden_036,bernstein,bandpass,jacobi,notch,0.3189,0.2608,0.3762,False,2025-06-12T12:39:36.271647
spectral_basis,notch,adaptive_bandstop,smooth,spectral_basis,golden_036,0.2823,0.2348,0.3362,False,2025-06-12T12:39:39.498966
bandstop,smooth,bernstein,smooth,bernstein,notch,0.3087,0.2578,0.3693,False,2025-06-12T12:39:41.983214
jacobi,sharp,chebyshev,notch,multiscale,butterworth,0.317,0.259,0.3739,False,2025-06-12T12:39:45.095339
hermite,butterworth,multiscale,gaussian,multiscale,smooth,0.3146,0.2519,0.358,False,2025-06-12T12:39:48.829357
jacobi,notch,multiscale,golden_036,adaptive_bandstop,gaussian,0.3186,0.2613,0.375,False,2025-06-12T12:39:51.973488
multiscale,bandpass,chebyshev,butterworth,harmonic,smooth,0.3273,0.259,0.3785,False,2025-06-12T12:39:54.436701
bandstop,gaussian,bandstop,gaussian,legendre,sharp,0.3079,0.2566,0.3681,False,2025-06-12T12:39:56.921961
multiscale,gaussian,harmonic,notch,original,notch,0.3317,0.2629,0.3835,False,2025-06-12T12:39:59.680695
bandstop,notch,adaptive_bandstop,gaussian,multiscale,golden_036,0.3043,0.2535,0.3632,False,2025-06-12T12:40:02.140502
adaptive_bandstop,gaussian,golden,notch,adaptive_bandstop,band_stop,0.3064,0.2555,0.3656,False,2025-06-12T12:40:04.624726
adaptive_bandstop,bandpass,ensemble,bandpass,hermite,smooth,0.2968,0.2497,0.3571,False,2025-06-12T12:40:07.127736
golden,butterworth,harmonic,golden_036,parametric,bandpass,0.2888,0.2439,0.3476,False,2025-06-12T12:40:09.626233
original,notch,hermite,smooth,ensemble,golden_036,0.3185,0.2592,0.3762,False,2025-06-12T12:40:12.477671
adaptive_bandstop,notch,ensemble,golden_036,multiscale,golden_036,0.3005,0.2514,0.36,False,2025-06-12T12:40:14.989379
spectral_basis,notch,ensemble,sharp,original,bandpass,0.2988,0.2509,0.358,False,2025-06-12T12:40:18.148133
ensemble,butterworth,ensemble,butterworth,adaptive_bandstop,smooth,0.3114,0.2574,0.3691,False,2025-06-12T12:40:21.063579
multiscale,smooth,chebyshev,notch,harmonic,smooth,0.3278,0.2591,0.3789,False,2025-06-12T12:40:23.532620
bandstop,golden_036,jacobi,butterworth,original,gaussian,0.3221,0.2632,0.3779,False,2025-06-12T12:40:26.688396
hermite,gaussian,ensemble,notch,enhanced_basis,butterworth,0.2989,0.2387,0.3359,False,2025-06-12T12:40:29.214915
original,sharp,bandstop,golden_036,spectral_basis,golden_036,0.3245,0.26,0.3775,False,2025-06-12T12:40:31.683592
original,butterworth,legendre,notch,ensemble,bandpass,0.318,0.2603,0.3757,False,2025-06-12T12:40:34.587374
