user_filter,user_init,item_filter,item_init,bipartite_filter,bipartite_init,recall20,precision20,ndcg20,use_test,timestamp
hermite,band_stop,chebyshev,butterworth,enhanced_basis,notch,0.3123,0.2522,0.355,False,2025-06-12T12:40:38.086561
harmonic,butterworth,laguerre,notch,golden,golden_036,0.2942,0.2411,0.3453,False,2025-06-12T12:40:41.560896
legendre,notch,laguerre,golden_036,adaptive_bandstop,sharp,0.3142,0.2584,0.3715,False,2025-06-12T12:40:44.010619
golden,golden_036,legendre,sharp,adaptive_bandstop,smooth,0.2961,0.2494,0.3548,False,2025-06-12T12:40:46.476212
jacobi,butterworth,laguerre,butterworth,jacobi,sharp,0.315,0.2575,0.3709,False,2025-06-12T12:40:48.985899
legendre,sharp,original,notch,parametric,butterworth,0.3119,0.2578,0.3698,False,2025-06-12T12:40:51.446904
adaptive_bandstop,gaussian,original,gaussian,original,notch,0.305,0.2544,0.3638,False,2025-06-12T12:40:53.925849
bandstop,notch,enhanced_basis,notch,bernstein,gaussian,0.3054,0.2549,0.3656,False,2025-06-12T12:40:56.414598
original,bandpass,original,golden_036,original,band_stop,0.3274,0.262,0.3817,False,2025-06-12T12:40:59.228256
laguerre,notch,multiscale,golden_036,spectral_basis,band_stop,0.3152,0.259,0.3729,False,2025-06-12T12:41:01.665651
laguerre,bandpass,bernstein,sharp,ensemble,bandpass,0.3063,0.2558,0.3653,False,2025-06-12T12:41:04.195722
multiscale,smooth,bandstop,sharp,laguerre,bandpass,0.3314,0.2628,0.3839,False,2025-06-12T12:41:07.349409
chebyshev,golden_036,adaptive_bandstop,gaussian,bandstop,smooth,0.3173,0.2596,0.3735,False,2025-06-12T12:41:09.786731
bandstop,butterworth,multiscale,butterworth,bernstein,bandpass,0.3103,0.259,0.3706,False,2025-06-12T12:41:12.222561
hermite,gaussian,golden,smooth,adaptive_bandstop,band_stop,0.2808,0.2279,0.3152,False,2025-06-12T12:41:14.650695
laguerre,sharp,laguerre,butterworth,legendre,sharp,0.3209,0.2591,0.3757,False,2025-06-12T12:41:17.090328
multiscale,golden_036,laguerre,band_stop,jacobi,sharp,0.3252,0.2574,0.377,False,2025-06-12T12:41:19.607238
bandstop,notch,multiscale,band_stop,spectral_basis,gaussian,0.3084,0.2582,0.3688,False,2025-06-12T12:41:22.103577
bernstein,smooth,legendre,sharp,parametric,bandpass,0.3195,0.2607,0.3768,False,2025-06-12T12:41:24.546176
bernstein,gaussian,adaptive_bandstop,golden_036,chebyshev,gaussian,0.319,0.2591,0.3746,False,2025-06-12T12:41:27.038430
chebyshev,smooth,hermite,band_stop,original,golden_036,0.3223,0.2638,0.3795,False,2025-06-12T12:41:31.504207
bernstein,band_stop,hermite,band_stop,hermite,butterworth,0.3111,0.2523,0.3659,False,2025-06-12T12:41:34.010151
bernstein,butterworth,adaptive_bandstop,smooth,harmonic,sharp,0.3177,0.2574,0.3721,False,2025-06-12T12:41:36.458163
legendre,smooth,spectral_basis,sharp,spectral_basis,sharp,0.3162,0.2589,0.3734,False,2025-06-12T12:41:38.924552
laguerre,bandpass,adaptive_bandstop,butterworth,legendre,gaussian,0.3042,0.2531,0.3626,False,2025-06-12T12:41:41.357081
enhanced_basis,smooth,ensemble,butterworth,golden,gaussian,0.3182,0.2609,0.376,False,2025-06-12T12:41:44.217933
enhanced_basis,butterworth,enhanced_basis,butterworth,multiscale,notch,0.3162,0.2581,0.3726,False,2025-06-12T12:41:46.983910
chebyshev,band_stop,multiscale,notch,original,golden_036,0.3218,0.2626,0.3795,False,2025-06-12T12:41:50.473280
golden,golden_036,golden,notch,chebyshev,butterworth,0.2924,0.246,0.351,False,2025-06-12T12:41:52.879780
bernstein,sharp,laguerre,gaussian,enhanced_basis,golden_036,0.3189,0.2597,0.3733,False,2025-06-12T12:41:55.319851
legendre,golden_036,laguerre,notch,ensemble,golden_036,0.3148,0.2586,0.3721,False,2025-06-12T12:41:57.746965
laguerre,notch,bandstop,gaussian,legendre,band_stop,0.317,0.26,0.375,False,2025-06-12T12:42:00.186960
spectral_basis,band_stop,ensemble,golden_036,laguerre,notch,0.2962,0.2493,0.3558,False,2025-06-12T12:42:02.827341
golden,notch,legendre,smooth,chebyshev,golden_036,0.2933,0.2468,0.3522,False,2025-06-12T12:42:05.324884
jacobi,notch,parametric,smooth,laguerre,band_stop,0.321,0.2631,0.3784,False,2025-06-12T12:42:08.080685
laguerre,gaussian,jacobi,butterworth,adaptive_bandstop,golden_036,0.3163,0.2605,0.3745,False,2025-06-12T12:42:10.893847
spectral_basis,butterworth,harmonic,gaussian,adaptive_bandstop,gaussian,0.2939,0.2477,0.3517,False,2025-06-12T12:42:13.351213
golden,smooth,adaptive_bandstop,gaussian,laguerre,golden_036,0.2954,0.2479,0.3534,False,2025-06-12T12:42:16.120642
chebyshev,bandpass,legendre,butterworth,ensemble,bandpass,0.3182,0.261,0.3759,False,2025-06-12T12:42:18.970699
laguerre,smooth,harmonic,sharp,laguerre,bandpass,0.3182,0.2615,0.3764,False,2025-06-12T12:42:22.707249
multiscale,notch,adaptive_bandstop,bandpass,adaptive_bandstop,butterworth,0.3276,0.2606,0.3789,False,2025-06-12T12:42:25.170805
harmonic,band_stop,golden,butterworth,parametric,butterworth,0.2898,0.2406,0.3456,False,2025-06-12T12:42:27.972039
ensemble,butterworth,legendre,band_stop,chebyshev,band_stop,0.3118,0.2572,0.3698,False,2025-06-12T12:42:30.822590
laguerre,notch,original,golden_036,bandstop,sharp,0.3155,0.2589,0.374,False,2025-06-12T12:42:33.320361
multiscale,band_stop,ensemble,sharp,spectral_basis,butterworth,0.3287,0.2603,0.3811,False,2025-06-12T12:42:36.174234
chebyshev,gaussian,golden,golden_036,original,golden_036,0.32,0.2616,0.3758,False,2025-06-12T12:42:39.651314
bandstop,golden_036,jacobi,notch,bandstop,notch,0.3119,0.2592,0.3724,False,2025-06-12T12:42:42.215562
hermite,butterworth,legendre,golden_036,laguerre,bandpass,0.3125,0.2528,0.3564,False,2025-06-12T12:42:45.932284
jacobi,gaussian,adaptive_bandstop,smooth,multiscale,butterworth,0.3161,0.2575,0.372,False,2025-06-12T12:42:48.393752
legendre,sharp,bandstop,butterworth,parametric,sharp,0.3154,0.2584,0.3725,False,2025-06-12T12:42:51.467535
jacobi,sharp,golden,notch,original,band_stop,0.3207,0.2618,0.3762,False,2025-06-12T12:42:54.602343
harmonic,gaussian,parametric,butterworth,chebyshev,sharp,0.2922,0.2462,0.3511,False,2025-06-12T12:42:57.135997
golden,bandpass,spectral_basis,bandpass,chebyshev,butterworth,0.2936,0.2469,0.3522,False,2025-06-12T12:42:59.244228
original,smooth,parametric,band_stop,ensemble,gaussian,0.3178,0.2609,0.376,False,2025-06-12T12:43:01.654538
golden,golden_036,golden,butterworth,spectral_basis,band_stop,0.2853,0.239,0.3414,False,2025-06-12T12:43:03.789257
spectral_basis,gaussian,hermite,sharp,spectral_basis,bandpass,0.2945,0.2485,0.3525,False,2025-06-12T12:43:06.206466
parametric,golden_036,bandstop,butterworth,multiscale,butterworth,0.3221,0.2591,0.3768,False,2025-06-12T12:43:09.167758
hermite,smooth,harmonic,bandpass,multiscale,band_stop,0.3035,0.2428,0.3433,False,2025-06-12T12:43:13.404383
ensemble,gaussian,parametric,bandpass,golden,notch,0.3119,0.2582,0.3707,False,2025-06-12T12:43:15.792225
harmonic,notch,enhanced_basis,smooth,laguerre,notch,0.3099,0.2533,0.3623,False,2025-06-12T12:43:18.188336
enhanced_basis,notch,bandstop,band_stop,parametric,notch,0.3162,0.2588,0.3736,False,2025-06-12T12:43:20.570503
bandstop,gaussian,harmonic,sharp,bandstop,sharp,0.3127,0.2601,0.3722,False,2025-06-12T12:43:22.647892
original,gaussian,jacobi,smooth,parametric,sharp,0.3117,0.256,0.3691,False,2025-06-12T12:43:24.995291
harmonic,sharp,chebyshev,gaussian,harmonic,butterworth,0.2814,0.2374,0.3388,False,2025-06-12T12:43:27.094096
hermite,bandpass,chebyshev,bandpass,laguerre,golden_036,0.3097,0.2507,0.3524,False,2025-06-12T12:43:29.451612
multiscale,butterworth,ensemble,bandpass,spectral_basis,notch,0.3284,0.2602,0.3804,False,2025-06-12T12:43:31.557146
multiscale,butterworth,spectral_basis,bandpass,harmonic,golden_036,0.3281,0.2598,0.3795,False,2025-06-12T12:43:33.690333
bandstop,sharp,hermite,smooth,original,sharp,0.3128,0.2598,0.373,False,2025-06-12T12:43:35.856346
original,sharp,hermite,notch,golden,sharp,0.324,0.2594,0.3765,False,2025-06-12T12:43:37.948748
harmonic,smooth,chebyshev,notch,parametric,smooth,0.2876,0.2431,0.3471,False,2025-06-12T12:43:40.101820
legendre,sharp,parametric,band_stop,adaptive_bandstop,bandpass,0.3207,0.2624,0.378,False,2025-06-12T12:43:42.828648
adaptive_bandstop,notch,legendre,bandpass,laguerre,golden_036,0.3074,0.2562,0.3663,False,2025-06-12T12:43:45.076509
jacobi,bandpass,laguerre,bandpass,legendre,notch,0.3169,0.259,0.3739,False,2025-06-12T12:43:48.034326
hermite,bandpass,golden,smooth,spectral_basis,smooth,0.2387,0.1864,0.247,False,2025-06-12T12:43:50.751928
ensemble,smooth,legendre,butterworth,jacobi,smooth,0.3117,0.2569,0.3698,False,2025-06-12T12:43:53.533281
hermite,notch,laguerre,butterworth,parametric,butterworth,0.2474,0.2093,0.277,False,2025-06-12T12:43:55.640180
original,butterworth,bandstop,band_stop,enhanced_basis,sharp,0.3199,0.2619,0.3773,False,2025-06-12T12:43:58.055570
adaptive_bandstop,bandpass,bernstein,bandpass,spectral_basis,gaussian,0.3015,0.2515,0.3609,False,2025-06-12T12:44:00.138306
spectral_basis,smooth,bernstein,notch,legendre,golden_036,0.295,0.2482,0.3539,False,2025-06-12T12:44:02.195993
chebyshev,golden_036,adaptive_bandstop,notch,enhanced_basis,band_stop,0.317,0.2592,0.3728,False,2025-06-12T12:44:04.302650
adaptive_bandstop,sharp,spectral_basis,golden_036,harmonic,sharp,0.3028,0.2522,0.3617,False,2025-06-12T12:44:06.451677
spectral_basis,golden_036,adaptive_bandstop,smooth,golden,bandpass,0.2851,0.2374,0.3393,False,2025-06-12T12:44:09.586833
bernstein,bandpass,chebyshev,bandpass,adaptive_bandstop,bandpass,0.3193,0.2606,0.3757,False,2025-06-12T12:44:12.422541
legendre,band_stop,laguerre,gaussian,ensemble,notch,0.316,0.2583,0.3722,False,2025-06-12T12:44:14.612224
bernstein,golden_036,jacobi,bandpass,bernstein,golden_036,0.3202,0.2612,0.3772,False,2025-06-12T12:44:16.714017
harmonic,golden_036,ensemble,smooth,spectral_basis,sharp,0.2942,0.2426,0.3485,False,2025-06-12T12:44:19.131573
ensemble,gaussian,parametric,sharp,bernstein,smooth,0.3137,0.259,0.3723,False,2025-06-12T12:44:21.635118
laguerre,gaussian,adaptive_bandstop,band_stop,bernstein,smooth,0.312,0.257,0.3703,False,2025-06-12T12:44:24.062840
original,bandpass,golden,golden_036,jacobi,sharp,0.3261,0.2619,0.3818,False,2025-06-12T12:44:26.467762
hermite,golden_036,legendre,bandpass,harmonic,bandpass,0.2395,0.2043,0.2832,False,2025-06-12T12:44:28.578553
adaptive_bandstop,bandpass,harmonic,smooth,jacobi,gaussian,0.3047,0.2542,0.3634,False,2025-06-12T12:44:30.678525
bandstop,golden_036,spectral_basis,smooth,golden,bandpass,0.3076,0.2567,0.3676,False,2025-06-12T12:44:32.778313
original,gaussian,hermite,bandpass,original,gaussian,0.319,0.2617,0.3768,False,2025-06-12T12:44:35.639238
spectral_basis,gaussian,hermite,bandpass,original,gaussian,0.2989,0.2517,0.3579,False,2025-06-12T12:44:37.807204
enhanced_basis,gaussian,hermite,bandpass,original,gaussian,0.323,0.2635,0.3807,False,2025-06-12T12:44:40.305981
chebyshev,gaussian,hermite,bandpass,original,gaussian,0.3222,0.2639,0.3804,False,2025-06-12T12:44:43.281707
jacobi,gaussian,hermite,bandpass,original,gaussian,0.3212,0.2636,0.3796,False,2025-06-12T12:44:46.038492
legendre,gaussian,hermite,bandpass,original,gaussian,0.3212,0.2636,0.3796,False,2025-06-12T12:44:48.814306
laguerre,gaussian,hermite,bandpass,original,gaussian,0.3173,0.2611,0.3757,False,2025-06-12T12:44:51.292658
hermite,gaussian,hermite,bandpass,original,gaussian,0.3191,0.2564,0.3653,False,2025-06-12T12:44:53.409168
bernstein,gaussian,hermite,bandpass,original,gaussian,0.3212,0.2638,0.3792,False,2025-06-12T12:44:56.135801
bandstop,gaussian,hermite,bandpass,original,gaussian,0.3088,0.2578,0.3701,False,2025-06-12T12:44:58.291223
adaptive_bandstop,gaussian,hermite,bandpass,original,gaussian,0.3078,0.2566,0.3668,False,2025-06-12T12:45:00.420544
parametric,gaussian,hermite,bandpass,original,gaussian,0.3275,0.265,0.383,False,2025-06-12T12:45:03.290202
harmonic,gaussian,hermite,bandpass,original,gaussian,0.3183,0.2602,0.3714,False,2025-06-12T12:45:05.889454
golden,gaussian,hermite,bandpass,original,gaussian,0.3024,0.2539,0.3611,False,2025-06-12T12:45:08.578244
ensemble,gaussian,hermite,bandpass,original,gaussian,0.3172,0.2613,0.375,False,2025-06-12T12:45:11.054714
multiscale,smooth,hermite,bandpass,original,gaussian,0.334,0.2648,0.3869,False,2025-06-12T12:45:13.464381
multiscale,sharp,hermite,bandpass,original,gaussian,0.334,0.2648,0.3869,False,2025-06-12T12:45:15.809246
multiscale,bandpass,hermite,bandpass,original,gaussian,0.334,0.2648,0.3869,False,2025-06-12T12:45:18.117595
multiscale,golden_036,hermite,bandpass,original,gaussian,0.334,0.2648,0.3869,False,2025-06-12T12:45:20.480232
multiscale,butterworth,hermite,bandpass,original,gaussian,0.334,0.2648,0.3869,False,2025-06-12T12:45:22.808087
multiscale,band_stop,hermite,bandpass,original,gaussian,0.334,0.2648,0.3869,False,2025-06-12T12:45:25.116605
multiscale,notch,hermite,bandpass,original,gaussian,0.334,0.2648,0.3869,False,2025-06-12T12:45:27.471648
multiscale,gaussian,original,bandpass,original,gaussian,0.329,0.2611,0.3803,False,2025-06-12T12:45:29.797658
multiscale,gaussian,spectral_basis,bandpass,original,gaussian,0.3313,0.2629,0.3833,False,2025-06-12T12:45:32.129010
multiscale,gaussian,enhanced_basis,bandpass,original,gaussian,0.3297,0.2618,0.3825,False,2025-06-12T12:45:34.489560
multiscale,gaussian,chebyshev,bandpass,original,gaussian,0.3314,0.2627,0.3839,False,2025-06-12T12:45:36.886407
multiscale,gaussian,jacobi,bandpass,original,gaussian,0.3311,0.2627,0.3837,False,2025-06-12T12:45:39.256282
multiscale,gaussian,legendre,bandpass,original,gaussian,0.3311,0.2627,0.3837,False,2025-06-12T12:45:41.656654
multiscale,gaussian,laguerre,bandpass,original,gaussian,0.3309,0.2629,0.3828,False,2025-06-12T12:45:44.052492
multiscale,gaussian,bernstein,bandpass,original,gaussian,0.3312,0.2629,0.3838,False,2025-06-12T12:45:46.426677
multiscale,gaussian,bandstop,bandpass,original,gaussian,0.3309,0.2622,0.3843,False,2025-06-12T12:45:49.030265
multiscale,gaussian,adaptive_bandstop,bandpass,original,gaussian,0.3285,0.2608,0.3813,False,2025-06-12T12:45:51.633370
multiscale,gaussian,parametric,bandpass,original,gaussian,0.3328,0.2641,0.3858,False,2025-06-12T12:45:53.969231
multiscale,gaussian,multiscale,bandpass,original,gaussian,0.3327,0.2636,0.3853,False,2025-06-12T12:45:56.293055
multiscale,gaussian,harmonic,bandpass,original,gaussian,0.3314,0.2625,0.3832,False,2025-06-12T12:45:58.608223
multiscale,gaussian,golden,bandpass,original,gaussian,0.3308,0.2625,0.3826,False,2025-06-12T12:46:00.941471
multiscale,gaussian,ensemble,bandpass,original,gaussian,0.3306,0.2622,0.3831,False,2025-06-12T12:46:04.121280
multiscale,gaussian,hermite,smooth,original,gaussian,0.334,0.2648,0.387,False,2025-06-12T12:46:06.472410
multiscale,gaussian,hermite,sharp,original,gaussian,0.334,0.2648,0.3868,False,2025-06-12T12:46:08.811524
multiscale,gaussian,hermite,golden_036,original,gaussian,0.3341,0.2649,0.3868,False,2025-06-12T12:46:11.148353
multiscale,gaussian,hermite,butterworth,original,gaussian,0.3338,0.2648,0.3869,False,2025-06-12T12:46:13.770030
multiscale,gaussian,hermite,gaussian,original,gaussian,0.3339,0.2647,0.3867,False,2025-06-12T12:46:16.223570
multiscale,gaussian,hermite,band_stop,original,gaussian,0.3338,0.2646,0.3865,False,2025-06-12T12:46:18.696878
multiscale,gaussian,hermite,notch,original,gaussian,0.3342,0.265,0.387,False,2025-06-12T12:46:21.190317
multiscale,gaussian,hermite,bandpass,spectral_basis,gaussian,0.3324,0.2639,0.3852,False,2025-06-12T12:46:23.358047
multiscale,gaussian,hermite,bandpass,enhanced_basis,gaussian,0.3337,0.2647,0.386,False,2025-06-12T12:46:25.584982
multiscale,gaussian,hermite,bandpass,chebyshev,gaussian,0.3324,0.2635,0.3848,False,2025-06-12T12:46:27.764060
multiscale,gaussian,hermite,bandpass,jacobi,gaussian,0.3322,0.2635,0.3847,False,2025-06-12T12:46:29.934677
multiscale,gaussian,hermite,bandpass,legendre,gaussian,0.3322,0.2635,0.3847,False,2025-06-12T12:46:32.137549
multiscale,gaussian,hermite,bandpass,laguerre,gaussian,0.3339,0.2645,0.3863,False,2025-06-12T12:46:34.322814
multiscale,gaussian,hermite,bandpass,hermite,gaussian,0.32,0.2529,0.3718,False,2025-06-12T12:46:36.503998
multiscale,gaussian,hermite,bandpass,bernstein,gaussian,0.3309,0.262,0.3829,False,2025-06-12T12:46:38.699039
multiscale,gaussian,hermite,bandpass,bandstop,gaussian,0.3304,0.2617,0.3816,False,2025-06-12T12:46:40.832304
multiscale,gaussian,hermite,bandpass,adaptive_bandstop,gaussian,0.3331,0.2645,0.3863,False,2025-06-12T12:46:42.990907
multiscale,gaussian,hermite,bandpass,parametric,gaussian,0.3306,0.2621,0.383,False,2025-06-12T12:46:45.158573
multiscale,gaussian,hermite,bandpass,multiscale,gaussian,0.328,0.2596,0.3802,False,2025-06-12T12:46:47.336954
multiscale,gaussian,hermite,bandpass,harmonic,gaussian,0.33,0.2611,0.3821,False,2025-06-12T12:46:49.481069
multiscale,gaussian,hermite,bandpass,golden,gaussian,0.3313,0.2625,0.3842,False,2025-06-12T12:46:53.820682
multiscale,gaussian,hermite,bandpass,ensemble,gaussian,0.3328,0.2642,0.3854,False,2025-06-12T12:46:56.005237
multiscale,gaussian,hermite,bandpass,original,smooth,0.3345,0.2651,0.3869,False,2025-06-12T12:46:58.436209
multiscale,gaussian,hermite,bandpass,original,sharp,0.3319,0.263,0.3839,False,2025-06-12T12:47:00.585381
multiscale,gaussian,hermite,bandpass,original,bandpass,0.333,0.263,0.385,False,2025-06-12T12:47:03.035866
multiscale,gaussian,hermite,bandpass,original,golden_036,0.3341,0.2645,0.3865,False,2025-06-12T12:47:05.473184
multiscale,gaussian,hermite,bandpass,original,butterworth,0.3344,0.265,0.387,False,2025-06-12T12:47:07.936735
multiscale,gaussian,hermite,bandpass,original,band_stop,0.3338,0.2647,0.3867,False,2025-06-12T12:47:10.380867
multiscale,gaussian,hermite,bandpass,original,notch,0.3332,0.2643,0.3863,False,2025-06-12T12:47:13.137327
original,notch,parametric,notch,original,golden_036,0.32,0.262,0.3776,False,2025-06-12T12:47:15.599425
spectral_basis,notch,parametric,notch,original,golden_036,0.303,0.2539,0.3611,False,2025-06-12T12:47:18.589481
enhanced_basis,notch,parametric,notch,original,golden_036,0.3228,0.2633,0.3802,False,2025-06-12T12:47:21.052372
chebyshev,notch,parametric,notch,original,golden_036,0.3214,0.2634,0.3785,False,2025-06-12T12:47:23.503118
jacobi,notch,parametric,notch,original,golden_036,0.3216,0.2634,0.3782,False,2025-06-12T12:47:25.929235
legendre,notch,parametric,notch,original,golden_036,0.3216,0.2634,0.3782,False,2025-06-12T12:47:28.390562
laguerre,notch,parametric,notch,original,golden_036,0.3184,0.2607,0.3756,False,2025-06-12T12:47:30.523304
hermite,notch,parametric,notch,original,golden_036,0.316,0.255,0.3597,False,2025-06-12T12:47:32.975063
bernstein,notch,parametric,notch,original,golden_036,0.3216,0.263,0.3785,False,2025-06-12T12:47:35.444567
bandstop,notch,parametric,notch,original,golden_036,0.31,0.2584,0.3705,False,2025-06-12T12:47:37.639915
adaptive_bandstop,notch,parametric,notch,original,golden_036,0.3044,0.2543,0.3627,False,2025-06-12T12:47:40.051617
parametric,notch,parametric,notch,original,golden_036,0.3269,0.2642,0.3819,False,2025-06-12T12:47:42.791400
harmonic,notch,parametric,notch,original,golden_036,0.3194,0.2592,0.3705,False,2025-06-12T12:47:46.207466
golden,notch,parametric,notch,original,golden_036,0.302,0.2536,0.3608,False,2025-06-12T12:47:49.240515
ensemble,notch,parametric,notch,original,golden_036,0.3186,0.2618,0.3756,False,2025-06-12T12:47:51.980747
multiscale,smooth,parametric,notch,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:47:54.418289
multiscale,sharp,parametric,notch,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:47:56.853025
multiscale,bandpass,parametric,notch,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:47:59.302485
multiscale,golden_036,parametric,notch,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:01.771718
multiscale,butterworth,parametric,notch,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:04.212433
multiscale,gaussian,parametric,notch,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:06.649399
multiscale,band_stop,parametric,notch,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:09.102095
multiscale,notch,original,notch,original,golden_036,0.3287,0.2599,0.3805,False,2025-06-12T12:48:12.185853
multiscale,notch,spectral_basis,notch,original,golden_036,0.3306,0.2622,0.383,False,2025-06-12T12:48:14.633439
multiscale,notch,enhanced_basis,notch,original,golden_036,0.3305,0.2624,0.3827,False,2025-06-12T12:48:17.039759
multiscale,notch,chebyshev,notch,original,golden_036,0.3301,0.2615,0.3826,False,2025-06-12T12:48:19.478210
multiscale,notch,jacobi,notch,original,golden_036,0.3304,0.2617,0.3828,False,2025-06-12T12:48:21.929008
multiscale,notch,legendre,notch,original,golden_036,0.3304,0.2617,0.3828,False,2025-06-12T12:48:24.391388
multiscale,notch,laguerre,notch,original,golden_036,0.328,0.2602,0.3789,False,2025-06-12T12:48:26.854122
multiscale,notch,hermite,notch,original,golden_036,0.3326,0.2639,0.3856,False,2025-06-12T12:48:29.612012
multiscale,notch,bernstein,notch,original,golden_036,0.3312,0.262,0.3842,False,2025-06-12T12:48:32.322774
multiscale,notch,bandstop,notch,original,golden_036,0.3312,0.2625,0.3836,False,2025-06-12T12:48:34.760467
multiscale,notch,adaptive_bandstop,notch,original,golden_036,0.3292,0.2616,0.3813,False,2025-06-12T12:48:37.215674
multiscale,notch,multiscale,notch,original,golden_036,0.3321,0.2631,0.3848,False,2025-06-12T12:48:39.660601
multiscale,notch,harmonic,notch,original,golden_036,0.3315,0.2629,0.3838,False,2025-06-12T12:48:42.083736
multiscale,notch,golden,notch,original,golden_036,0.3302,0.262,0.3824,False,2025-06-12T12:48:44.541266
multiscale,notch,ensemble,notch,original,golden_036,0.3303,0.262,0.3832,False,2025-06-12T12:48:47.010015
multiscale,notch,parametric,smooth,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:49.535296
multiscale,notch,parametric,sharp,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:51.977385
multiscale,notch,parametric,bandpass,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:54.424913
multiscale,notch,parametric,golden_036,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:56.845854
multiscale,notch,parametric,butterworth,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:48:59.287257
multiscale,notch,parametric,gaussian,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:49:01.735520
multiscale,notch,parametric,band_stop,original,golden_036,0.3321,0.2633,0.3847,False,2025-06-12T12:49:04.154301
multiscale,notch,parametric,notch,spectral_basis,golden_036,0.3294,0.2606,0.3818,False,2025-06-12T12:49:06.305182
multiscale,notch,parametric,notch,enhanced_basis,golden_036,0.3318,0.2625,0.3837,False,2025-06-12T12:49:08.492499
multiscale,notch,parametric,notch,chebyshev,golden_036,0.3307,0.2619,0.3826,False,2025-06-12T12:49:10.707351
multiscale,notch,parametric,notch,jacobi,golden_036,0.3304,0.2617,0.3824,False,2025-06-12T12:49:12.820310
multiscale,notch,parametric,notch,legendre,golden_036,0.3304,0.2617,0.3824,False,2025-06-12T12:49:14.996476
multiscale,notch,parametric,notch,laguerre,golden_036,0.3319,0.263,0.3849,False,2025-06-12T12:49:17.396609
multiscale,notch,parametric,notch,hermite,golden_036,0.3206,0.2531,0.3722,False,2025-06-12T12:49:19.800466
multiscale,notch,parametric,notch,bernstein,golden_036,0.3295,0.2605,0.3818,False,2025-06-12T12:49:21.932859
